2026-09-02 20:20:32 | Temperature: 64 C | Vibration: 10 mm/s | Pressure: 110 PSI | Status: CRITICAL
2026-09-02 20:20:35 | Temperature: 90 C | Vibration: 9 mm/s | Pressure: 82 PSI | Status: WARNING
2026-09-02 20:42:13 | Temperature: 79 C | Vibration: 9 mm/s | Pressure: 111 PSI | Status: WARNING
2026-09-02 20:42:16 | Temperature: 68 C | Vibration: 10 mm/s | Pressure: 106 PSI | Status: CRITICAL
2026-09-02 20:42:19 | Temperature: 105 C | Vibration: 7 mm/s | Pressure: 97 PSI | Status: CRITICAL
2026-09-02 20:58:07 | Temperature: 83 C | Vibration: 5 mm/s | Pressure: 95 PSI | Status: NORMAL
2026-09-02 21:10:54 | Temperature: 89 C | Vibration: 6 mm/s | Pressure: 94 PSI | Status: NORMAL
2026-09-02 21:10:57 | Temperature: 92 C | Vibration: 5 mm/s | Pressure: 92 PSI | Status: WARNING
2026-09-02 21:12:12 | Temperature: 89 C | Vibration: 4 mm/s | Pressure: 96 PSI | Status: NORMAL
2026-09-02 21:12:15 | Temperature: 100 C | Vibration: 2 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-02 21:12:18 | Temperature: 105 C | Vibration: 7 mm/s | Pressure: 108 PSI | Status: CRITICAL
2026-09-02 21:12:21 | Temperature: 110 C | Vibration: 10 mm/s | Pressure: 103 PSI | Status: CRITICAL
2026-09-03 18:59:14 | Machine: Compressor-C | Temperature: 60 C | Vibration: 4 mm/s | Pressure: 111 PSI | Status: WARNING
2026-09-03 18:59:14 | Machine: Motor-A | Temperature: 60 C | Vibration: 4 mm/s | Pressure: 111 PSI | Status: WARNING
2026-09-03 18:59:17 | Machine: Compressor-C | Temperature: 68 C | Vibration: 4 mm/s | Pressure: 82 PSI | Status: NORMAL
2026-09-03 18:59:17 | Machine: Pump-B | Temperature: 68 C | Vibration: 4 mm/s | Pressure: 82 PSI | Status: NORMAL
2026-09-03 18:59:17 | Machine: Motor-A | Temperature: 68 C | Vibration: 4 mm/s | Pressure: 82 PSI | Status: NORMAL
2026-09-03 18:59:20 | Machine: Compressor-C | Temperature: 83 C | Vibration: 2 mm/s | Pressure: 83 PSI | Status: NORMAL
2026-09-03 18:59:20 | Machine: Pump-B | Temperature: 83 C | Vibration: 2 mm/s | Pressure: 83 PSI | Status: NORMAL
2026-09-03 18:59:20 | Machine: Motor-A | Temperature: 83 C | Vibration: 2 mm/s | Pressure: 83 PSI | Status: NORMAL
2026-09-03 18:59:23 | Machine: Pump-B | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 84 PSI | Status: CRITICAL
2026-09-03 18:59:23 | Machine: Compressor-C | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 84 PSI | Status: CRITICAL
2026-09-03 18:59:23 | Machine: Motor-A | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 84 PSI | Status: CRITICAL
2026-09-03 18:59:26 | Machine: Motor-A | Temperature: 62 C | Vibration: 3 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-03 18:59:26 | Machine: Pump-B | Temperature: 62 C | Vibration: 3 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-03 18:59:26 | Machine: Compressor-C | Temperature: 62 C | Vibration: 3 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-03 19:02:37 | Machine: Motor-A | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 19:02:37 | Machine: Pump-B | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 19:02:37 | Machine: Compressor-C | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 19:02:40 | Machine: Compressor-C | Temperature: 91 C | Vibration: 10 mm/s | Pressure: 101 PSI | Status: CRITICAL
2026-09-03 19:02:40 | Machine: Motor-A | Temperature: 91 C | Vibration: 10 mm/s | Pressure: 101 PSI | Status: CRITICAL
2026-09-03 19:02:40 | Machine: Pump-B | Temperature: 91 C | Vibration: 10 mm/s | Pressure: 101 PSI | Status: CRITICAL
2026-09-03 19:02:43 | Machine: Motor-A | Temperature: 63 C | Vibration: 9 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-03 19:02:43 | Machine: Compressor-C | Temperature: 63 C | Vibration: 9 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-03 19:02:43 | Machine: Pump-B | Temperature: 63 C | Vibration: 9 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-03 19:02:46 | Machine: Motor-A | Temperature: 95 C | Vibration: 6 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-03 19:02:46 | Machine: Compressor-C | Temperature: 95 C | Vibration: 6 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-03 19:02:46 | Machine: Pump-B | Temperature: 95 C | Vibration: 6 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-03 19:04:00 | Machine: Pump-B | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 19:04:00 | Machine: Motor-A | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 19:04:00 | Machine: Compressor-C | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 19:04:03 | Machine: Compressor-C | Temperature: 91 C | Vibration: 10 mm/s | Pressure: 101 PSI | Status: CRITICAL
2026-09-03 19:04:03 | Machine: Motor-A | Temperature: 91 C | Vibration: 10 mm/s | Pressure: 101 PSI | Status: CRITICAL
2026-09-03 19:04:03 | Machine: Pump-B | Temperature: 91 C | Vibration: 10 mm/s | Pressure: 101 PSI | Status: CRITICAL
2026-09-03 19:04:06 | Machine: Motor-A | Temperature: 63 C | Vibration: 9 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-03 19:04:06 | Machine: Compressor-C | Temperature: 63 C | Vibration: 9 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-03 19:04:06 | Machine: Pump-B | Temperature: 63 C | Vibration: 9 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-03 19:04:09 | Machine: Compressor-C | Temperature: 95 C | Vibration: 6 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-03 19:04:09 | Machine: Motor-A | Temperature: 95 C | Vibration: 6 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-03 19:04:09 | Machine: Pump-B | Temperature: 95 C | Vibration: 6 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-03 19:05:08 | Machine: Motor-A | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 19:05:08 | Machine: Pump-B | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 19:05:08 | Machine: Compressor-C | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 19:05:11 | Machine: Compressor-C | Temperature: 91 C | Vibration: 10 mm/s | Pressure: 101 PSI | Status: CRITICAL
2026-09-03 19:05:11 | Machine: Motor-A | Temperature: 91 C | Vibration: 10 mm/s | Pressure: 101 PSI | Status: CRITICAL
2026-09-03 19:05:11 | Machine: Pump-B | Temperature: 91 C | Vibration: 10 mm/s | Pressure: 101 PSI | Status: CRITICAL
2026-09-03 19:05:14 | Machine: Motor-A | Temperature: 63 C | Vibration: 9 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-03 19:05:14 | Machine: Compressor-C | Temperature: 63 C | Vibration: 9 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-03 19:05:14 | Machine: Pump-B | Temperature: 63 C | Vibration: 9 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-03 19:05:17 | Machine: Pump-B | Temperature: 95 C | Vibration: 6 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-03 19:05:17 | Machine: Compressor-C | Temperature: 95 C | Vibration: 6 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-03 19:05:17 | Machine: Motor-A | Temperature: 95 C | Vibration: 6 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-03 19:05:20 | Machine: Pump-B | Temperature: 85 C | Vibration: 8 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-03 19:05:20 | Machine: Motor-A | Temperature: 85 C | Vibration: 8 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-03 19:05:20 | Machine: Compressor-C | Temperature: 85 C | Vibration: 8 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-03 19:05:23 | Machine: Pump-B | Temperature: 92 C | Vibration: 6 mm/s | Pressure: 91 PSI | Status: WARNING
2026-09-03 19:05:23 | Machine: Motor-A | Temperature: 92 C | Vibration: 6 mm/s | Pressure: 91 PSI | Status: WARNING
2026-09-03 19:05:23 | Machine: Compressor-C | Temperature: 92 C | Vibration: 6 mm/s | Pressure: 91 PSI | Status: WARNING
2026-09-03 19:05:26 | Machine: Pump-B | Temperature: 93 C | Vibration: 7 mm/s | Pressure: 81 PSI | Status: WARNING
2026-09-03 19:05:26 | Machine: Compressor-C | Temperature: 93 C | Vibration: 7 mm/s | Pressure: 81 PSI | Status: WARNING
2026-09-03 19:05:26 | Machine: Motor-A | Temperature: 93 C | Vibration: 7 mm/s | Pressure: 81 PSI | Status: WARNING
2026-09-03 19:05:29 | Machine: Pump-B | Temperature: 78 C | Vibration: 3 mm/s | Pressure: 110 PSI | Status: NORMAL
2026-09-03 19:05:29 | Machine: Motor-A | Temperature: 78 C | Vibration: 3 mm/s | Pressure: 110 PSI | Status: NORMAL
2026-09-03 19:05:29 | Machine: Compressor-C | Temperature: 78 C | Vibration: 3 mm/s | Pressure: 110 PSI | Status: NORMAL
2026-09-03 19:05:32 | Machine: Pump-B | Temperature: 97 C | Vibration: 3 mm/s | Pressure: 117 PSI | Status: CRITICAL
2026-09-03 19:05:32 | Machine: Motor-A | Temperature: 97 C | Vibration: 3 mm/s | Pressure: 117 PSI | Status: CRITICAL
2026-09-03 19:05:32 | Machine: Compressor-C | Temperature: 97 C | Vibration: 3 mm/s | Pressure: 117 PSI | Status: CRITICAL
2026-09-03 19:05:35 | Machine: Pump-B | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 90 PSI | Status: CRITICAL
2026-09-03 19:05:35 | Machine: Motor-A | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 90 PSI | Status: CRITICAL
2026-09-03 19:05:35 | Machine: Compressor-C | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 90 PSI | Status: CRITICAL
2026-09-03 19:05:38 | Machine: Pump-B | Temperature: 101 C | Vibration: 7 mm/s | Pressure: 91 PSI | Status: CRITICAL
2026-09-03 19:05:38 | Machine: Motor-A | Temperature: 101 C | Vibration: 7 mm/s | Pressure: 91 PSI | Status: CRITICAL
2026-09-03 19:05:38 | Machine: Compressor-C | Temperature: 101 C | Vibration: 7 mm/s | Pressure: 91 PSI | Status: CRITICAL
2026-09-03 19:05:41 | Machine: Compressor-C | Temperature: 72 C | Vibration: 10 mm/s | Pressure: 107 PSI | Status: CRITICAL
2026-09-03 19:05:41 | Machine: Motor-A | Temperature: 72 C | Vibration: 10 mm/s | Pressure: 107 PSI | Status: CRITICAL
2026-09-03 19:05:41 | Machine: Pump-B | Temperature: 72 C | Vibration: 10 mm/s | Pressure: 107 PSI | Status: CRITICAL
2026-09-03 19:05:44 | Machine: Compressor-C | Temperature: 74 C | Vibration: 10 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 19:05:44 | Machine: Pump-B | Temperature: 74 C | Vibration: 10 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 19:05:44 | Machine: Motor-A | Temperature: 74 C | Vibration: 10 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 19:05:47 | Machine: Compressor-C | Temperature: 60 C | Vibration: 4 mm/s | Pressure: 111 PSI | Status: WARNING
2026-09-03 19:05:47 | Machine: Pump-B | Temperature: 60 C | Vibration: 4 mm/s | Pressure: 111 PSI | Status: WARNING
2026-09-03 19:05:47 | Machine: Motor-A | Temperature: 60 C | Vibration: 4 mm/s | Pressure: 111 PSI | Status: WARNING
2026-09-03 19:05:50 | Machine: Motor-A | Temperature: 68 C | Vibration: 4 mm/s | Pressure: 82 PSI | Status: NORMAL
2026-09-03 19:05:50 | Machine: Compressor-C | Temperature: 68 C | Vibration: 4 mm/s | Pressure: 82 PSI | Status: NORMAL
2026-09-03 19:05:50 | Machine: Pump-B | Temperature: 68 C | Vibration: 4 mm/s | Pressure: 82 PSI | Status: NORMAL
2026-09-03 19:05:53 | Machine: Motor-A | Temperature: 83 C | Vibration: 2 mm/s | Pressure: 83 PSI | Status: NORMAL
2026-09-03 19:05:53 | Machine: Compressor-C | Temperature: 83 C | Vibration: 2 mm/s | Pressure: 83 PSI | Status: NORMAL
2026-09-03 19:05:53 | Machine: Pump-B | Temperature: 83 C | Vibration: 2 mm/s | Pressure: 83 PSI | Status: NORMAL
2026-09-03 19:05:56 | Machine: Compressor-C | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 84 PSI | Status: CRITICAL
2026-09-03 19:05:56 | Machine: Motor-A | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 84 PSI | Status: CRITICAL
2026-09-03 19:05:56 | Machine: Pump-B | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 84 PSI | Status: CRITICAL
2026-09-03 19:05:59 | Machine: Compressor-C | Temperature: 62 C | Vibration: 3 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-03 19:05:59 | Machine: Motor-A | Temperature: 62 C | Vibration: 3 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-03 19:05:59 | Machine: Pump-B | Temperature: 62 C | Vibration: 3 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-03 19:06:02 | Machine: Motor-A | Temperature: 105 C | Vibration: 10 mm/s | Pressure: 111 PSI | Status: CRITICAL
2026-09-03 19:06:02 | Machine: Compressor-C | Temperature: 105 C | Vibration: 10 mm/s | Pressure: 111 PSI | Status: CRITICAL
2026-09-03 19:06:02 | Machine: Pump-B | Temperature: 105 C | Vibration: 10 mm/s | Pressure: 111 PSI | Status: CRITICAL
2026-09-03 19:06:06 | Machine: Motor-A | Temperature: 60 C | Vibration: 10 mm/s | Pressure: 120 PSI | Status: CRITICAL
2026-09-03 19:06:06 | Machine: Pump-B | Temperature: 60 C | Vibration: 10 mm/s | Pressure: 120 PSI | Status: CRITICAL
2026-09-03 19:06:06 | Machine: Compressor-C | Temperature: 60 C | Vibration: 10 mm/s | Pressure: 120 PSI | Status: CRITICAL
2026-09-03 19:06:09 | Machine: Pump-B | Temperature: 85 C | Vibration: 6 mm/s | Pressure: 89 PSI | Status: NORMAL
2026-09-03 19:06:09 | Machine: Motor-A | Temperature: 85 C | Vibration: 6 mm/s | Pressure: 89 PSI | Status: NORMAL
2026-09-03 19:06:09 | Machine: Compressor-C | Temperature: 85 C | Vibration: 6 mm/s | Pressure: 89 PSI | Status: NORMAL
2026-09-03 19:06:12 | Machine: Pump-B | Temperature: 66 C | Vibration: 9 mm/s | Pressure: 92 PSI | Status: WARNING
2026-09-03 19:06:12 | Machine: Motor-A | Temperature: 66 C | Vibration: 9 mm/s | Pressure: 92 PSI | Status: WARNING
2026-09-03 19:06:12 | Machine: Compressor-C | Temperature: 66 C | Vibration: 9 mm/s | Pressure: 92 PSI | Status: WARNING
2026-09-03 19:06:15 | Machine: Pump-B | Temperature: 73 C | Vibration: 3 mm/s | Pressure: 115 PSI | Status: WARNING
2026-09-03 19:06:15 | Machine: Motor-A | Temperature: 73 C | Vibration: 3 mm/s | Pressure: 115 PSI | Status: WARNING
2026-09-03 19:06:15 | Machine: Compressor-C | Temperature: 73 C | Vibration: 3 mm/s | Pressure: 115 PSI | Status: WARNING
2026-09-03 19:06:18 | Machine: Compressor-C | Temperature: 64 C | Vibration: 7 mm/s | Pressure: 105 PSI | Status: NORMAL
2026-09-03 19:06:18 | Machine: Pump-B | Temperature: 64 C | Vibration: 7 mm/s | Pressure: 105 PSI | Status: NORMAL
2026-09-03 19:06:18 | Machine: Motor-A | Temperature: 64 C | Vibration: 7 mm/s | Pressure: 105 PSI | Status: NORMAL
2026-09-03 19:06:21 | Machine: Compressor-C | Temperature: 89 C | Vibration: 10 mm/s | Pressure: 96 PSI | Status: CRITICAL
2026-09-03 19:06:21 | Machine: Pump-B | Temperature: 89 C | Vibration: 10 mm/s | Pressure: 96 PSI | Status: CRITICAL
2026-09-03 19:06:21 | Machine: Motor-A | Temperature: 89 C | Vibration: 10 mm/s | Pressure: 96 PSI | Status: CRITICAL
2026-09-03 19:06:24 | Machine: Compressor-C | Temperature: 110 C | Vibration: 7 mm/s | Pressure: 103 PSI | Status: CRITICAL
2026-09-03 19:06:24 | Machine: Pump-B | Temperature: 110 C | Vibration: 7 mm/s | Pressure: 103 PSI | Status: CRITICAL
2026-09-03 19:06:24 | Machine: Motor-A | Temperature: 110 C | Vibration: 7 mm/s | Pressure: 103 PSI | Status: CRITICAL
2026-09-03 19:06:27 | Machine: Compressor-C | Temperature: 75 C | Vibration: 9 mm/s | Pressure: 111 PSI | Status: WARNING
2026-09-03 19:06:27 | Machine: Pump-B | Temperature: 75 C | Vibration: 9 mm/s | Pressure: 111 PSI | Status: WARNING
2026-09-03 19:06:27 | Machine: Motor-A | Temperature: 75 C | Vibration: 9 mm/s | Pressure: 111 PSI | Status: WARNING
2026-09-03 19:06:30 | Machine: Motor-A | Temperature: 86 C | Vibration: 5 mm/s | Pressure: 108 PSI | Status: NORMAL
2026-09-03 19:06:30 | Machine: Compressor-C | Temperature: 86 C | Vibration: 5 mm/s | Pressure: 108 PSI | Status: NORMAL
2026-09-03 19:06:30 | Machine: Pump-B | Temperature: 86 C | Vibration: 5 mm/s | Pressure: 108 PSI | Status: NORMAL
2026-09-03 19:06:33 | Machine: Motor-A | Temperature: 99 C | Vibration: 1 mm/s | Pressure: 85 PSI | Status: WARNING
2026-09-03 19:06:33 | Machine: Compressor-C | Temperature: 99 C | Vibration: 1 mm/s | Pressure: 85 PSI | Status: WARNING
2026-09-03 19:06:33 | Machine: Pump-B | Temperature: 99 C | Vibration: 1 mm/s | Pressure: 85 PSI | Status: WARNING
2026-09-03 19:06:36 | Machine: Motor-A | Temperature: 92 C | Vibration: 2 mm/s | Pressure: 107 PSI | Status: WARNING
2026-09-03 19:06:36 | Machine: Pump-B | Temperature: 92 C | Vibration: 2 mm/s | Pressure: 107 PSI | Status: WARNING
2026-09-03 19:06:36 | Machine: Compressor-C | Temperature: 92 C | Vibration: 2 mm/s | Pressure: 107 PSI | Status: WARNING
2026-09-03 19:07:07 | Machine: Motor-A | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 19:07:07 | Machine: Pump-B | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 19:07:07 | Machine: Compressor-C | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 19:07:10 | Machine: Motor-A | Temperature: 91 C | Vibration: 10 mm/s | Pressure: 101 PSI | Status: CRITICAL
2026-09-03 19:07:10 | Machine: Pump-B | Temperature: 91 C | Vibration: 10 mm/s | Pressure: 101 PSI | Status: CRITICAL
2026-09-03 19:07:10 | Machine: Compressor-C | Temperature: 91 C | Vibration: 10 mm/s | Pressure: 101 PSI | Status: CRITICAL
2026-09-03 19:07:13 | Machine: Compressor-C | Temperature: 63 C | Vibration: 9 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-03 19:07:13 | Machine: Pump-B | Temperature: 63 C | Vibration: 9 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-03 19:07:13 | Machine: Motor-A | Temperature: 63 C | Vibration: 9 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-03 19:07:16 | Machine: Compressor-C | Temperature: 95 C | Vibration: 6 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-03 19:07:16 | Machine: Motor-A | Temperature: 95 C | Vibration: 6 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-03 19:07:16 | Machine: Pump-B | Temperature: 95 C | Vibration: 6 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-03 19:07:19 | Machine: Compressor-C | Temperature: 85 C | Vibration: 8 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-03 19:07:19 | Machine: Motor-A | Temperature: 85 C | Vibration: 8 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-03 19:07:19 | Machine: Pump-B | Temperature: 85 C | Vibration: 8 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-03 19:07:22 | Machine: Compressor-C | Temperature: 92 C | Vibration: 6 mm/s | Pressure: 91 PSI | Status: WARNING
2026-09-03 19:07:22 | Machine: Motor-A | Temperature: 92 C | Vibration: 6 mm/s | Pressure: 91 PSI | Status: WARNING
2026-09-03 19:07:22 | Machine: Pump-B | Temperature: 92 C | Vibration: 6 mm/s | Pressure: 91 PSI | Status: WARNING
2026-09-03 19:07:25 | Machine: Motor-A | Temperature: 93 C | Vibration: 7 mm/s | Pressure: 81 PSI | Status: WARNING
2026-09-03 19:07:25 | Machine: Compressor-C | Temperature: 93 C | Vibration: 7 mm/s | Pressure: 81 PSI | Status: WARNING
2026-09-03 19:07:25 | Machine: Pump-B | Temperature: 93 C | Vibration: 7 mm/s | Pressure: 81 PSI | Status: WARNING
2026-09-03 19:07:28 | Machine: Motor-A | Temperature: 78 C | Vibration: 3 mm/s | Pressure: 110 PSI | Status: NORMAL
2026-09-03 19:07:28 | Machine: Pump-B | Temperature: 78 C | Vibration: 3 mm/s | Pressure: 110 PSI | Status: NORMAL
2026-09-03 19:07:28 | Machine: Compressor-C | Temperature: 78 C | Vibration: 3 mm/s | Pressure: 110 PSI | Status: NORMAL
2026-09-03 19:07:31 | Machine: Compressor-C | Temperature: 97 C | Vibration: 3 mm/s | Pressure: 117 PSI | Status: CRITICAL
2026-09-03 19:07:31 | Machine: Pump-B | Temperature: 97 C | Vibration: 3 mm/s | Pressure: 117 PSI | Status: CRITICAL
2026-09-03 19:07:31 | Machine: Motor-A | Temperature: 97 C | Vibration: 3 mm/s | Pressure: 117 PSI | Status: CRITICAL
2026-09-03 19:07:34 | Machine: Compressor-C | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 90 PSI | Status: CRITICAL
2026-09-03 19:07:34 | Machine: Pump-B | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 90 PSI | Status: CRITICAL
2026-09-03 19:07:34 | Machine: Motor-A | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 90 PSI | Status: CRITICAL
2026-09-03 19:08:08 | Machine: Motor-A | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 19:08:08 | Machine: Compressor-C | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 19:08:08 | Machine: Pump-B | Temperature: 101 C | Vibration: 8 mm/s | Pressure: 100 PSI | Status: CRITICAL
2026-09-03 19:08:11 | Machine: Pump-B | Temperature: 91 C | Vibration: 10 mm/s | Pressure: 101 PSI | Status: CRITICAL
2026-09-03 19:08:11 | Machine: Compressor-C | Temperature: 91 C | Vibration: 10 mm/s | Pressure: 101 PSI | Status: CRITICAL
2026-09-03 19:08:11 | Machine: Motor-A | Temperature: 91 C | Vibration: 10 mm/s | Pressure: 101 PSI | Status: CRITICAL
2026-09-03 19:08:14 | Machine: Pump-B | Temperature: 63 C | Vibration: 9 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-03 19:08:14 | Machine: Compressor-C | Temperature: 63 C | Vibration: 9 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-03 19:08:14 | Machine: Motor-A | Temperature: 63 C | Vibration: 9 mm/s | Pressure: 105 PSI | Status: WARNING
2026-09-03 19:08:17 | Machine: Pump-B | Temperature: 95 C | Vibration: 6 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-03 19:08:17 | Machine: Compressor-C | Temperature: 95 C | Vibration: 6 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-03 19:08:17 | Machine: Motor-A | Temperature: 95 C | Vibration: 6 mm/s | Pressure: 99 PSI | Status: WARNING
2026-09-03 19:08:20 | Machine: Pump-B | Temperature: 85 C | Vibration: 8 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-03 19:08:20 | Machine: Compressor-C | Temperature: 85 C | Vibration: 8 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-03 19:08:20 | Machine: Motor-A | Temperature: 85 C | Vibration: 8 mm/s | Pressure: 119 PSI | Status: CRITICAL
2026-09-03 19:08:23 | Machine: Pump-B | Temperature: 92 C | Vibration: 6 mm/s | Pressure: 91 PSI | Status: WARNING
2026-09-03 19:08:23 | Machine: Motor-A | Temperature: 92 C | Vibration: 6 mm/s | Pressure: 91 PSI | Status: WARNING
2026-09-03 19:08:23 | Machine: Compressor-C | Temperature: 92 C | Vibration: 6 mm/s | Pressure: 91 PSI | Status: WARNING
2026-09-03 19:08:26 | Machine: Compressor-C | Temperature: 93 C | Vibration: 7 mm/s | Pressure: 81 PSI | Status: WARNING
2026-09-03 19:08:26 | Machine: Motor-A | Temperature: 93 C | Vibration: 7 mm/s | Pressure: 81 PSI | Status: WARNING
2026-09-03 19:08:26 | Machine: Pump-B | Temperature: 93 C | Vibration: 7 mm/s | Pressure: 81 PSI | Status: WARNING
2026-09-03 19:08:29 | Machine: Motor-A | Temperature: 78 C | Vibration: 3 mm/s | Pressure: 110 PSI | Status: NORMAL
2026-09-03 19:08:29 | Machine: Compressor-C | Temperature: 78 C | Vibration: 3 mm/s | Pressure: 110 PSI | Status: NORMAL
2026-09-03 19:08:29 | Machine: Pump-B | Temperature: 78 C | Vibration: 3 mm/s | Pressure: 110 PSI | Status: NORMAL
2026-09-03 19:08:32 | Machine: Motor-A | Temperature: 97 C | Vibration: 3 mm/s | Pressure: 117 PSI | Status: CRITICAL
2026-09-03 19:08:32 | Machine: Compressor-C | Temperature: 97 C | Vibration: 3 mm/s | Pressure: 117 PSI | Status: CRITICAL
2026-09-03 19:08:32 | Machine: Pump-B | Temperature: 97 C | Vibration: 3 mm/s | Pressure: 117 PSI | Status: CRITICAL
2026-09-03 19:08:35 | Machine: Motor-A | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 90 PSI | Status: CRITICAL
2026-09-03 19:08:35 | Machine: Compressor-C | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 90 PSI | Status: CRITICAL
2026-09-03 19:08:35 | Machine: Pump-B | Temperature: 110 C | Vibration: 9 mm/s | Pressure: 90 PSI | Status: CRITICAL
2026-09-03 19:08:38 | Machine: Compressor-C | Temperature: 101 C | Vibration: 7 mm/s | Pressure: 91 PSI | Status: CRITICAL
2026-09-03 19:08:38 | Machine: Motor-A | Temperature: 101 C | Vibration: 7 mm/s | Pressure: 91 PSI | Status: CRITICAL
2026-09-03 19:08:38 | Machine: Pump-B | Temperature: 101 C | Vibration: 7 mm/s | Pressure: 91 PSI | Status: CRITICAL
